source,target,date,user
189620,1043757,2020-10-09T08:14:59.88Z,1622856
189620,1043641,2020-10-09T05:53:21.423Z,3492308
189620,1043593,2020-10-09T05:00:52.023Z,1364892
189620,1043545,2020-10-09T04:10:04.173Z,3154376
189620,1043485,2020-10-09T03:06:53.873Z,5915701
189620,1043393,2020-10-08T23:56:18.163Z,2979208
189620,1043306,2020-10-08T21:42:13.53Z,5844273
189620,1043289,2020-10-08T20:56:11.863Z,2675447
189620,1043187,2020-10-08T18:44:49.99Z,75976
1043187,1043283,2020-10-08T20:47:36.23Z,3652230
189620,1042982,2020-10-08T15:40:12.73Z,4287302
189620,1042961,2020-10-08T15:21:22.72Z,5914385
189620,1042931,2020-10-08T15:01:01.45Z,1532198
1042931,1043290,2020-10-08T20:57:49.047Z,3652230
189620,1042867,2020-10-08T14:22:07.213Z,1377128
189620,1042794,2020-10-08T13:25:04.89Z,2745910
189620,1042785,2020-10-08T13:18:21.823Z,2477041
189620,1042664,2020-10-08T11:42:19.297Z,3063341
189620,1042577,2020-10-08T10:22:49.02Z,2876435
189620,1042524,2020-10-08T09:32:37.523Z,384029
189620,1042506,2020-10-08T09:08:49.667Z,521899
1042506,1043292,2020-10-08T21:02:24.08Z,3652230
189620,1042502,2020-10-08T09:06:10.453Z,2497784
189620,1042494,2020-10-08T09:02:50.023Z,1675850
189620,1042481,2020-10-08T08:55:02.947Z,849438
189620,1042264,2020-10-08T06:33:04.743Z,1252070
189620,1042238,2020-10-08T06:22:58.827Z,1330628
189620,1046977,2020-10-12T06:46:52.88Z,2887189
189620,1045991,2020-10-11T08:14:59.577Z,172860
1045991,1046655,2020-10-11T21:42:44.573Z,3652230
1045991,1047230,2020-10-12T11:46:03.693Z,172860
189620,1045307,2020-10-10T14:01:48.773Z,4344756
189620,1044295,2020-10-09T16:50:55.267Z,2931152
189620,1044152,2020-10-09T14:53:16.277Z,5871161
189620,1043762,2020-10-09T08:19:59.83Z,5920041
189620,1043756,2020-10-09T08:12:18.567Z,3355848
189620,1043716,2020-10-09T07:29:47.547Z,2246613
189620,1043279,2020-10-08T20:37:54.247Z,4317484
1043279,1043287,2020-10-08T20:53:41.407Z,3652230
1043279,1043357,2020-10-08T22:38:50.957Z,4317484
1043279,1045485,2020-10-10T17:32:04.54Z,4090576
189620,1043057,2020-10-08T16:45:30.29Z,3802168
1043057,1043284,2020-10-08T20:50:32.297Z,3652230
1043057,1043596,2020-10-09T05:09:30.393Z,3802168
189620,1042881,2020-10-08T14:29:21.593Z,703066
1042881,1043291,2020-10-08T21:01:18.547Z,3652230
189620,1042519,2020-10-08T09:24:49.303Z,887797
189620,1042464,2020-10-08T08:43:59.873Z,974295
189620,1393004,2021-07-19T09:48:18.27Z,5250581
189620,1102489,2020-12-05T02:17:00.91Z,849438
189620,1101828,2020-12-04T10:00:29.57Z,5836717
189620,1076330,2020-11-12T13:01:27.703Z,4401754
189620,1054641,2020-10-20T04:24:12.64Z,5630315
189620,1054058,2020-10-19T16:12:20.527Z,3679314
189620,1053196,2020-10-18T17:14:21.56Z,2002232
189620,1052983,2020-10-18T13:36:01.25Z,4542648
189620,1051683,2020-10-16T18:15:10.037Z,2015897
189620,1051390,2020-10-16T13:29:02.9Z,1071922
189620,1051144,2020-10-16T07:58:48.143Z,4892201
189620,1050730,2020-10-15T17:07:25.203Z,4847459
189620,1050685,2020-10-15T16:18:37.57Z,1505251
189620,1050335,2020-10-15T09:35:19.143Z,5819615
189620,1049688,2020-10-14T16:58:25.05Z,4357049
189620,1049687,2020-10-14T16:58:05.66Z,5958777
189620,1049669,2020-10-14T16:25:36.377Z,5933676
189620,1049480,2020-10-14T13:03:43.073Z,3162636
189620,1049339,2020-10-14T10:49:07.767Z,632387
189620,1048504,2020-10-13T14:53:18.747Z,907773
189620,1048503,2020-10-13T14:52:56.107Z,5940269
189620,1048426,2020-10-13T13:33:37.343Z,4830059
189620,1048312,2020-10-13T11:35:15.18Z,2898834
189620,1048050,2020-10-13T06:41:27.727Z,5519483
189620,1048046,2020-10-13T06:35:29.737Z,5519509
189620,1047888,2020-10-13T03:13:07.993Z,3411156
189620,1047752,2020-10-12T22:33:43.58Z,3813270
189620,1047646,2020-10-12T19:48:42.31Z,1644100
189620,1047606,2020-10-12T18:41:35.06Z,5848638
189620,1047330,2020-10-12T13:39:58.757Z,5638377
189620,1047225,2020-10-12T11:41:34.657Z,5688723
189620,1047153,2020-10-12T10:09:57.373Z,2584996
189620,1047063,2020-10-12T08:23:56.817Z,5824450
189620,1046927,2020-10-12T05:29:52.423Z,5872967
189620,1046876,2020-10-12T04:19:26.853Z,5938671
189620,1046822,2020-10-12T03:13:57.05Z,5492488
189620,1046475,2020-10-11T17:31:21.26Z,5795052
189620,1046433,2020-10-11T16:50:26.563Z,3698695
189620,1046249,2020-10-11T13:52:21.52Z,5461153
189620,1046228,2020-10-11T13:23:01.28Z,1373671
189620,1046208,2020-10-11T12:41:45.397Z,4712329
189620,1046090,2020-10-11T10:39:47.263Z,2781393
189620,1045856,2020-10-11T05:27:41.07Z,5266328
189620,1045746,2020-10-11T02:01:22.28Z,4384391
189620,1045653,2020-10-10T21:14:07.11Z,5070601
189620,1045605,2020-10-10T20:10:01.03Z,1792385
189620,1045436,2020-10-10T16:29:56.357Z,5518611
189620,1044990,2020-10-10T09:12:01.94Z,5927288
189620,1044987,2020-10-10T09:09:09.227Z,5927255
189620,1044973,2020-10-10T09:00:26.833Z,4201376
189620,1044910,2020-10-10T07:55:18.987Z,5923943
189620,1044528,2020-10-09T21:01:56.403Z,5656199
189620,1044456,2020-10-09T19:30:29.857Z,2262054
189620,1052902,2020-10-18T12:01:37.107Z,0
189620,1047167,2020-10-12T10:39:08.133Z,0
189620,1046226,2020-10-11T13:22:22.913Z,0
189620,1042455,2020-10-08T08:34:44.46Z,0
227069,1244330,2021-03-18T23:01:17.477Z,2745125
1244330,1244558,2021-03-19T04:25:03.843Z,3355848
185867,1022285,2020-09-22T12:30:14.51Z,443651
185867,1022340,2020-09-22T13:23:30.63Z,2262596
185867,1022278,2020-09-22T12:25:03.203Z,2689207
185867,1254061,2021-03-27T10:02:22.087Z,4713932
185867,1037018,2020-10-04T14:07:47.413Z,2262596
185867,1027917,2020-09-26T13:16:24.18Z,3773993
185867,1022610,2020-09-22T16:28:48.603Z,4303493
189571,1042201,2020-10-08T06:05:11.967Z,2497784
189571,1043199,2020-10-08T18:55:01.927Z,75976
189571,1214501,2021-02-22T23:57:19.5Z,1830129
182303,1008746,2020-09-13T11:00:19.077Z,113660
1008746,1008884,2020-09-13T13:18:35.043Z,4338270
1008746,1008892,2020-09-13T13:22:47.643Z,113660
1008746,1008901,2020-09-13T13:34:34.503Z,4338270
1008746,1008977,2020-09-13T14:59:50.723Z,3757004
1008746,1009314,2020-09-13T20:57:21.98Z,2352583
1008746,1009318,2020-09-13T21:03:19.11Z,113660
1008746,1009334,2020-09-13T21:15:52.11Z,2352583
1008746,1009436,2020-09-14T02:32:21.147Z,2688640
1008746,1009574,2020-09-14T05:33:18.107Z,4338270
1008746,1010287,2020-09-14T16:34:56.683Z,4338270
1008746,1010687,2020-09-15T02:11:32.737Z,113660
1008746,1010842,2020-09-15T04:56:44.19Z,4338270
1008746,1011137,2020-09-15T09:02:55.507Z,4338270
1008746,1011141,2020-09-15T09:04:21.64Z,4338270
1008746,1012050,2020-09-15T21:49:16.663Z,1968272
182303,1007459,2020-09-12T07:14:52.897Z,2658675
1007459,1007840,2020-09-12T15:13:53.533Z,2352583
1007459,1007886,2020-09-12T15:51:13.013Z,4338270
1007459,1007925,2020-09-12T16:20:32.493Z,2658675
1007459,1009439,2020-09-14T02:34:49.997Z,2688640
182303,1010682,2020-09-15T02:07:34.767Z,113660
1010682,1010717,2020-09-15T02:58:44.67Z,2658675
182303,1007429,2020-09-12T06:39:53.29Z,1497263
182303,1007874,2020-09-12T15:42:03.867Z,4338270
1007874,1007880,2020-09-12T15:44:55.023Z,4338270
1007874,1007923,2020-09-12T16:18:59.797Z,2352583
1007874,1008058,2020-09-12T18:12:21.707Z,4338270
1007874,1008102,2020-09-12T18:48:43.63Z,5691194
1007874,1008126,2020-09-12T19:13:56.053Z,5659684
1007874,1009442,2020-09-14T02:35:28.873Z,2688640
1007874,1010290,2020-09-14T16:36:59.737Z,4338270
1007874,1012410,2020-09-16T04:40:43.617Z,1333985
182303,1007859,2020-09-12T15:32:40.167Z,1182060
182303,1011714,2020-09-15T16:38:38.573Z,847793
182303,1010756,2020-09-15T03:48:13.977Z,1405188
182303,1009026,2020-09-13T15:50:37.193Z,5694003
1009026,1009444,2020-09-14T02:36:06.37Z,2688640
182303,1008399,2020-09-13T05:03:33.587Z,1539995
1008399,1008890,2020-09-13T13:21:10.85Z,0
1008399,1009437,2020-09-14T02:33:40.82Z,2688640
1008399,1010131,2020-09-14T14:23:48.03Z,1539995
182303,1021451,2020-09-21T21:00:45.42Z,1476971
182303,1007443,2020-09-12T06:57:16.287Z,2497784
182303,1007963,2020-09-12T17:00:27.383Z,1238844
1007963,1008074,2020-09-12T18:20:50.433Z,4338270
1007963,1008146,2020-09-12T19:23:02.127Z,2352583
182303,1009431,2020-09-14T02:30:20.707Z,2688640
182303,1192671,2021-02-09T09:08:10.997Z,5276846
182303,1029951,2020-09-28T09:48:09.12Z,2536288
182303,1025244,2020-09-24T12:48:56.873Z,3273905
182303,1010018,2020-09-14T12:58:09.67Z,4795735
182303,1009930,2020-09-14T11:30:43.853Z,5773599
182303,1009900,2020-09-14T10:58:19.293Z,4412798
182303,1008691,2020-09-13T10:14:57.43Z,4095298
182303,1007716,2020-09-12T12:19:49.63Z,3801992
182303,1007680,2020-09-12T11:32:55.763Z,3544701
182303,1007472,2020-09-12T07:33:14.5Z,1526334
182303,1007439,2020-09-12T06:51:56.77Z,2006644
182303,1011166,2020-09-15T09:31:26.99Z,0
190101,1044948,2020-10-10T08:36:49.58Z,846065
190101,1044920,2020-10-10T08:10:41.537Z,1675850
190101,1045896,2020-10-11T06:17:37.987Z,4338270
1045896,1045916,2020-10-11T06:35:48.567Z,4051350
1045896,1065132,2020-10-30T22:05:42.597Z,4051350
1045896,1066885,2020-11-02T07:22:17.84Z,4338270
190101,1048158,2020-10-13T08:39:36.493Z,2903737
191430,1056814,2020-10-22T05:10:16Z,1440116
1056814,1056867,2020-10-22T06:47:26.857Z,443651
191430,1052694,2020-10-18T06:42:18.913Z,3154376
191430,1051406,2020-10-16T13:39:59.723Z,4508453
1051406,1051413,2020-10-16T13:44:43.8Z,443651
189723,1057447,2020-10-22T16:41:05.597Z,690886
1057447,1057712,2020-10-22T23:07:26.703Z,75976
189723,1046139,2020-10-11T11:34:40.09Z,172860
189723,1044466,2020-10-09T19:39:43.133Z,2745910
189723,1043544,2020-10-09T04:10:01.47Z,2490236
1043544,1043918,2020-10-09T10:33:59.16Z,75976
189723,1045014,2020-10-10T09:30:09.633Z,3394758
189552,1041729,2020-10-07T22:16:51.41Z,37166
1041729,1041791,2020-10-07T23:12:21.75Z,1155353
189552,1043071,2020-10-08T16:56:46.403Z,4317484
189552,1041823,2020-10-07T23:36:17.203Z,1155353
1041823,1041841,2020-10-07T23:55:05.823Z,1695531
189552,1041752,2020-10-07T22:37:38.153Z,2490236
1041752,1041802,2020-10-07T23:15:10.993Z,1155353
189552,1041741,2020-10-07T22:22:32.76Z,2675447
1041741,1041813,2020-10-07T23:27:19.337Z,1155353
189552,1041722,2020-10-07T22:12:06.187Z,2062758
1041722,1041810,2020-10-07T23:25:33.597Z,1155353
189552,1041717,2020-10-07T22:09:42.993Z,761268
1041717,1041790,2020-10-07T23:11:56.103Z,1155353
189552,1049336,2020-10-14T10:44:28.037Z,4949388
189552,1041797,2020-10-07T23:13:13.27Z,1243482
1041797,1041811,2020-10-07T23:26:20.523Z,1155353
189552,1041768,2020-10-07T22:55:41.77Z,1238844
1041768,1041801,2020-10-07T23:15:03.47Z,1155353
189552,1041733,2020-10-07T22:18:34.987Z,1723677
1041733,1041803,2020-10-07T23:15:21.62Z,1155353
189552,1041730,2020-10-07T22:17:13.523Z,75976
1041730,1041804,2020-10-07T23:15:42.747Z,1155353
189552,1041716,2020-10-07T22:09:39.557Z,933480
1041716,1041795,2020-10-07T23:13:02.093Z,1155353
189552,1055081,2020-10-20T13:15:36.553Z,2863607
189552,1053970,2020-10-19T14:25:55.173Z,1749250
189552,1052547,2020-10-17T22:04:34.233Z,4847459
189552,1051687,2020-10-16T18:19:59.457Z,3343850
189552,1044988,2020-10-10T09:09:37.607Z,5927255
189552,1044154,2020-10-09T14:57:19.78Z,1814625
189552,1043877,2020-10-09T09:58:13.05Z,187301
189552,1043300,2020-10-08T21:26:45.777Z,4287302
189552,1042195,2020-10-08T06:02:16.857Z,2497784
189552,1042187,2020-10-08T05:54:01.813Z,396181
189552,1042129,2020-10-08T04:48:24.353Z,172860
189552,1041881,2020-10-08T00:35:52.63Z,1014468
189552,1041868,2020-10-08T00:25:53.033Z,644036
189552,1041865,2020-10-08T00:21:34.613Z,2058044
189552,1041864,2020-10-08T00:20:32.873Z,1622856
189552,1041860,2020-10-08T00:14:04.323Z,690886
189552,1041824,2020-10-07T23:37:03.653Z,846065
189552,1052570,2020-10-17T23:45:55.07Z,0
189552,1045291,2020-10-10T13:51:13.17Z,0
189552,1043240,2020-10-08T19:39:02.59Z,0
189552,1041783,2020-10-07T23:06:18.067Z,0
1041783,1041800,2020-10-07T23:14:51.117Z,1155353
189650,1046143,2020-10-11T11:38:43.033Z,172860
1046143,1046235,2020-10-11T13:33:04.98Z,443651
1046143,1046246,2020-10-11T13:49:51.19Z,172860
189650,1044880,2020-10-10T07:26:55.02Z,849438
189650,1043295,2020-10-08T21:15:15.963Z,3652230
1043295,1043651,2020-10-09T06:04:42.577Z,443651
1043295,1044583,2020-10-09T23:54:19.93Z,3355848
1043295,1044805,2020-10-10T06:14:57.503Z,443651
189650,1044493,2020-10-09T20:18:13.8Z,58279
1044493,1044737,2020-10-10T04:46:26.343Z,443651
189650,1045007,2020-10-10T09:26:10.227Z,3394758
189236,1040359,2020-10-07T05:14:04.843Z,2781854
1040359,1040389,2020-10-07T05:37:43.97Z,1723677
1040359,1040419,2020-10-07T06:09:49.07Z,2781854
1040359,1041745,2020-10-07T22:27:21.597Z,1723677
189236,1045112,2020-10-10T10:58:22.957Z,849438
189236,1045009,2020-10-10T09:27:56.92Z,3394758
189236,1044290,2020-10-09T16:48:53.927Z,2931152
189236,1043302,2020-10-08T21:33:54.443Z,2809468
189236,1041544,2020-10-07T19:58:05.5Z,3063341
1041544,1041833,2020-10-07T23:47:30.613Z,1723677
189236,1041184,2020-10-07T15:43:00.317Z,5759457
189236,1041107,2020-10-07T15:05:55.403Z,2121254
1041107,1041301,2020-10-07T17:15:02.403Z,1723677
189236,1040827,2020-10-07T11:29:28.463Z,4910848
189236,1040824,2020-10-07T11:24:00.373Z,1182060
1040824,1040940,2020-10-07T13:09:06.14Z,1723677
1040824,1041335,2020-10-07T17:31:03.157Z,1182060
189236,1040623,2020-10-07T09:03:38.797Z,4287302
189236,1040511,2020-10-07T07:22:04.073Z,1223471
1040511,1042077,2020-10-08T03:38:44.79Z,1723677
189236,1040509,2020-10-07T07:18:41.81Z,4822473
189236,1040454,2020-10-07T06:35:25.157Z,2596066
1040454,1040480,2020-10-07T06:54:33.373Z,1723677
189236,1040393,2020-10-07T05:40:09.873Z,3686759
1040393,1040410,2020-10-07T06:01:00.397Z,1723677
189236,1040346,2020-10-07T05:05:02.197Z,5337747
189236,1040319,2020-10-07T04:48:14.72Z,2490236
189236,1040298,2020-10-07T04:32:42.567Z,2497784
189236,1040255,2020-10-07T03:59:58.273Z,2745910
189236,1040246,2020-10-07T03:50:39.59Z,2006644
189236,1040244,2020-10-07T03:48:32.953Z,1622856
1040244,1040284,2020-10-07T04:24:47.03Z,1723677
1040244,1040328,2020-10-07T04:54:42.1Z,1622856
189236,1040237,2020-10-07T03:36:20.1Z,2781854
189236,1042783,2020-10-08T13:17:03.137Z,2931152
189236,1040854,2020-10-07T12:01:37.277Z,2062758
189236,1040756,2020-10-07T10:33:39.15Z,530572
1040756,1040924,2020-10-07T12:53:57.983Z,1723677
1040756,1041113,2020-10-07T15:11:27.87Z,530572
1040756,1041835,2020-10-07T23:48:29.413Z,1723677
189236,1040300,2020-10-07T04:33:16.837Z,4338270
189845,1045751,2020-10-11T02:06:23.347Z,4910848
189845,1045327,2020-10-10T14:20:03.213Z,4213746
189845,1044579,2020-10-09T23:43:18.717Z,3355848
189845,1043732,2020-10-09T07:54:30.987Z,1377638
189845,1043594,2020-10-09T05:02:29.827Z,1328185
189845,1043522,2020-10-09T03:47:19.12Z,834077
189845,1043497,2020-10-09T03:22:04.537Z,2497784
189728,1047996,2020-10-13T05:43:11.263Z,2596066
189728,1042913,2020-10-08T14:49:16.693Z,1622856
189728,1042831,2020-10-08T13:54:53.387Z,2497784
189241,1041812,2020-10-07T23:26:40.16Z,113660
1041812,1042909,2020-10-08T14:48:03.79Z,1532198
189241,1043006,2020-10-08T16:00:43.333Z,644036
1043006,1043366,2020-10-08T22:51:26.82Z,1532198
189241,1042916,2020-10-08T14:49:43.12Z,473234
1042916,1042952,2020-10-08T15:17:26.963Z,1532198
189241,1041911,2020-10-08T01:03:29.583Z,1155353
1041911,1042894,2020-10-08T14:36:57.4Z,1532198
189241,1041875,2020-10-08T00:32:19.61Z,690886
1041875,1042891,2020-10-08T14:35:57.113Z,1532198
189241,1041094,2020-10-07T14:59:19.283Z,4390179
1041094,1042888,2020-10-08T14:35:02.13Z,1532198
1041094,1042944,2020-10-08T15:11:10.073Z,4390179
1041094,1043374,2020-10-08T23:04:07.74Z,1532198
189241,1040344,2020-10-07T05:04:10.14Z,5337747
1040344,1041021,2020-10-07T13:59:53.98Z,1532198
189241,1040295,2020-10-07T04:31:05.697Z,1723677
1040295,1041022,2020-10-07T14:00:49.513Z,1532198
1040295,1041832,2020-10-07T23:46:24.3Z,1723677
1040295,1043376,2020-10-08T23:07:04.03Z,1532198
189241,1040292,2020-10-07T04:29:21.85Z,2497784
1040292,1041023,2020-10-07T14:02:38.287Z,1532198
189241,1040285,2020-10-07T04:24:50.803Z,4338270
189241,1040270,2020-10-07T04:09:05.373Z,1622856
1040270,1041037,2020-10-07T14:10:18.6Z,1532198
1040270,1041880,2020-10-08T00:34:33.64Z,1622856
189241,1040267,2020-10-07T04:07:28.463Z,2781854
1040267,1041028,2020-10-07T14:04:25.6Z,1532198
189241,1040261,2020-10-07T04:05:03.48Z,4338270
1040261,1041026,2020-10-07T14:03:28.25Z,1532198
189241,1040256,2020-10-07T04:01:43.637Z,113660
1040256,1040293,2020-10-07T04:29:41.437Z,1723677
1040256,1040754,2020-10-07T10:30:29.03Z,1532198
1040256,1040778,2020-10-07T10:47:26.047Z,113660
1040256,1040808,2020-10-07T11:08:32.457Z,1532198
1040256,1040810,2020-10-07T11:12:29.35Z,1532198
1040256,1041041,2020-10-07T14:13:16.583Z,1723677
1040256,1042945,2020-10-08T15:11:11.267Z,1532198
189241,1045554,2020-10-10T18:32:14.92Z,5850891
189241,1045012,2020-10-10T09:29:15.693Z,3394758
189564,1045834,2020-10-11T05:03:39.083Z,317344
1045834,1046428,2020-10-11T16:39:02.91Z,3355848
189564,1042947,2020-10-08T15:13:39.647Z,1532198
1042947,1043154,2020-10-08T18:12:59.467Z,3355848
189564,1042936,2020-10-08T15:06:47.893Z,2039816
1042936,1043152,2020-10-08T18:12:46.947Z,3355848
189564,1042025,2020-10-08T02:57:29.89Z,3652230
1042025,1042042,2020-10-08T03:11:50.067Z,3355848
189564,1042020,2020-10-08T02:53:48.453Z,834077
1042020,1042043,2020-10-08T03:12:10.627Z,3355848
189564,1042002,2020-10-08T02:29:25.83Z,3355848
1042002,1042009,2020-10-08T02:40:01.877Z,3355848
189564,1041874,2020-10-08T00:31:54.983Z,644036
1041874,1041895,2020-10-08T00:53:10.523Z,3355848
189564,1041799,2020-10-07T23:14:38.633Z,2586938
1041799,1041809,2020-10-07T23:25:17.95Z,3355848
189564,1041776,2020-10-07T23:02:21.423Z,2490236
1041776,1041789,2020-10-07T23:11:49.963Z,3355848
189309,1040741,2020-10-07T10:23:12.267Z,443651
1040741,1040768,2020-10-07T10:39:46.52Z,443651
1040741,1040925,2020-10-07T12:54:34.68Z,2745910
1040741,1040956,2020-10-07T13:17:27.993Z,443651
1040741,1040958,2020-10-07T13:19:55.703Z,456596
1040741,1040978,2020-10-07T13:32:50.327Z,836846
1040741,1040996,2020-10-07T13:41:53.467Z,443651
1040741,1041008,2020-10-07T13:48:49.107Z,836846
1040741,1041012,2020-10-07T13:55:08.197Z,37166
1040741,1041014,2020-10-07T13:55:20.567Z,443651
1040741,1041020,2020-10-07T13:59:25.27Z,836846
1040741,1041024,2020-10-07T14:03:09.917Z,443651
1040741,1041038,2020-10-07T14:11:15.983Z,2745910
1040741,1041061,2020-10-07T14:27:35.28Z,2745910
1040741,1041083,2020-10-07T14:47:29.277Z,836846
1040741,1041106,2020-10-07T15:05:18.397Z,317344
1040741,1041386,2020-10-07T17:59:31.497Z,836846
189309,1041029,2020-10-07T14:04:39.967Z,59561
1041029,1041036,2020-10-07T14:09:31.663Z,37166
1041029,1041039,2020-10-07T14:11:39.933Z,75976
1041029,1041040,2020-10-07T14:13:11.88Z,59561
1041029,1041049,2020-10-07T14:16:59.073Z,37166
1041029,1041055,2020-10-07T14:20:50.113Z,59561
1041029,1041058,2020-10-07T14:24:00.813Z,37166
1041029,1041068,2020-10-07T14:31:52.003Z,443651
1041029,1041070,2020-10-07T14:33:18.86Z,75976
1041029,1041075,2020-10-07T14:41:53.023Z,2745910
1041029,1041093,2020-10-07T14:58:06.953Z,443651
1041029,1041136,2020-10-07T15:21:46.59Z,59561
1041029,1041142,2020-10-07T15:24:06.327Z,443651
1041029,1041152,2020-10-07T15:26:46.243Z,59561
1041029,1041173,2020-10-07T15:34:38.583Z,2745910
1041029,1041187,2020-10-07T15:44:02.39Z,75976
1041029,1041189,2020-10-07T15:46:02.9Z,59561
1041029,1041196,2020-10-07T15:54:26.093Z,37166
1041029,1041474,2020-10-07T19:00:17.027Z,113660
1041029,1041486,2020-10-07T19:09:08.91Z,23196
1041029,1041775,2020-10-07T23:01:50.443Z,4244482
1041029,1042089,2020-10-08T03:57:00.22Z,2970010
189309,1040858,2020-10-07T12:06:12.223Z,2062758
1040858,1040892,2020-10-07T12:30:41.337Z,456596
1040858,1041207,2020-10-07T16:04:12.523Z,5563932
1040858,1041226,2020-10-07T16:15:53.253Z,456596
1040858,1040928,2020-10-07T12:56:09.723Z,1243482
1040858,1040939,2020-10-07T13:04:36.833Z,37166
1040858,1040944,2020-10-07T13:11:51.29Z,75976
1040858,1040950,2020-10-07T13:15:47.597Z,2745910
189309,1040611,2020-10-07T08:56:34.87Z,443651
189309,1041313,2020-10-07T17:19:09.07Z,3924325
1041313,1041400,2020-10-07T18:09:24.243Z,4712534
189309,1040765,2020-10-07T10:37:35.363Z,4390179
189309,1041375,2020-10-07T17:51:36.18Z,698363
1041375,1041422,2020-10-07T18:20:42.71Z,75976
1041375,1041760,2020-10-07T22:46:41.17Z,4244482
189309,1040613,2020-10-07T09:00:26.987Z,521899
189309,1041481,2020-10-07T19:07:44.703Z,4379128
189309,1040648,2020-10-07T09:14:47.62Z,2043680
189309,1040651,2020-10-07T09:16:54.173Z,0
1040651,1040962,2020-10-07T13:21:37.37Z,2745910
189182,1040005,2020-10-07T00:32:44.043Z,150865
1040005,1040012,2020-10-07T00:34:14.523Z,2675447
1040005,1040019,2020-10-07T00:37:52.607Z,37166
1040005,1040055,2020-10-07T00:56:32.79Z,4287302
1040005,1040063,2020-10-07T01:00:34.283Z,864216
1040005,1040065,2020-10-07T01:02:12.833Z,113660
1040005,1040076,2020-10-07T01:11:32.877Z,150865
1040005,1040081,2020-10-07T01:15:16.3Z,864216
1040005,1040088,2020-10-07T01:18:19.497Z,690886
1040005,1040096,2020-10-07T01:22:44.433Z,864216
1040005,1040097,2020-10-07T01:23:00.953Z,150865
1040005,1040101,2020-10-07T01:23:22.183Z,690886
1040005,1040106,2020-10-07T01:24:24.287Z,864216
1040005,1040111,2020-10-07T01:30:15.1Z,113660
1040005,1040121,2020-10-07T01:42:32.267Z,690886
1040005,1040134,2020-10-07T01:55:17.74Z,1155353
1040005,1040162,2020-10-07T02:19:55.383Z,1243482
1040005,1040382,2020-10-07T05:32:09.96Z,75976
1040005,1040507,2020-10-07T07:15:37.53Z,4338270
1040005,1040590,2020-10-07T08:39:55.277Z,37166
1040005,1040634,2020-10-07T09:08:37.827Z,651378
189182,1040003,2020-10-07T00:31:21.823Z,443651
189182,1040007,2020-10-07T00:33:19.753Z,1238844
189182,1040011,2020-10-07T00:34:12.987Z,690886
1040011,1040556,2020-10-07T08:11:19.353Z,37166
189182,1039989,2020-10-07T00:24:32.903Z,1155353
1039989,1040024,2020-10-07T00:41:32.233Z,5168115
189182,1039988,2020-10-07T00:24:08.323Z,1622856
1039988,1039995,2020-10-07T00:27:51.963Z,690886
1039988,1040109,2020-10-07T01:28:10.037Z,1622856
189182,1040548,2020-10-07T08:06:39.86Z,530572
189182,1040027,2020-10-07T00:42:51.09Z,5325169
189182,1040243,2020-10-07T03:45:11.317Z,2979319
1040243,1040247,2020-10-07T03:52:07.473Z,113660
1040243,1040368,2020-10-07T05:18:58.493Z,3686759
1040243,1040594,2020-10-07T08:44:10.733Z,75976
189182,1040632,2020-10-07T09:08:08.267Z,37166
1040632,1040720,2020-10-07T10:00:28.28Z,37166
189182,1040607,2020-10-07T08:55:01.77Z,3514793
189182,1040583,2020-10-07T08:35:20.3Z,5264912
189182,1040563,2020-10-07T08:19:15.123Z,651378
189182,1040183,2020-10-07T02:47:42.04Z,3654943
1040183,1040595,2020-10-07T08:44:37.997Z,75976
189182,1040105,2020-10-07T01:24:20.59Z,113660
189182,1040562,2020-10-07T08:18:49.973Z,5563932
1040562,1040593,2020-10-07T08:43:21.32Z,75976
1040562,1040867,2020-10-07T12:12:39.173Z,3686759
1040562,1041928,2020-10-08T01:23:48.16Z,5563932
189182,1040136,2020-10-07T01:56:26.217Z,3686759
1040136,1040538,2020-10-07T07:53:43.05Z,37166
1040136,1040877,2020-10-07T12:18:17.293Z,3686759
189182,1043008,2020-10-08T16:03:58.083Z,5404539
189182,1041742,2020-10-07T22:23:14.033Z,612360
189182,1041713,2020-10-07T22:07:53.66Z,836846
1041713,1041731,2020-10-07T22:17:58.803Z,37166
1041713,1041756,2020-10-07T22:42:49.1Z,836846
189182,1041408,2020-10-07T18:11:58.903Z,5903753
189182,1040381,2020-10-07T05:31:43.93Z,5168883
189182,1040163,2020-10-07T02:20:53.047Z,1364892
189182,1040053,2020-10-07T00:56:07.46Z,2970010
189574,1043112,2020-10-08T17:41:49.747Z,703066
1043112,1043276,2020-10-08T20:34:01.99Z,834077
189574,1041912,2020-10-08T01:03:43.473Z,1622856
1041912,1043010,2020-10-08T16:06:39.693Z,834077
189574,1041909,2020-10-08T01:01:10.85Z,1155353
1041909,1041914,2020-10-08T01:08:53.523Z,834077
189574,1041905,2020-10-08T00:58:32.157Z,3652230
1041905,1041923,2020-10-08T01:17:29.25Z,834077
189574,1045013,2020-10-10T09:29:45.88Z,3394758
189574,1044262,2020-10-09T16:27:54.653Z,3652230
1044262,1044505,2020-10-09T20:30:30.15Z,834077
189574,1043201,2020-10-08T18:56:03.077Z,4010658
1043201,1044016,2020-10-09T12:32:30.67Z,834077
189574,1043191,2020-10-08T18:47:01.433Z,75976
1043191,1043285,2020-10-08T20:51:51.637Z,834077
189574,1042208,2020-10-08T06:08:20.6Z,4928806
189574,1042008,2020-10-08T02:39:07.53Z,2781854
